房源名称,户型,地址,地址,价格,面积,朝向
平桥 建贸大厦 电梯房 2室2厅1卫 1000元月,2室2厅,建贸大厦,平桥北路,1000,100.3,南北
西苑三室两厅两卫出租,3室2厅,西苑大厦,斗篷山路28号,1500,135,南北
大十字 锦绣大厦 3室2厅1卫 1500元月 140平,3室2厅,锦绣大厦,协府路15号,1500,140.8,南北
平惠小区 3室2厅1卫 900元月 90平,3室2厅,平惠小区,平桥北路4号,900,90,东南
老火车站（文峰家园旁）两室一厅一厨一卫，精装，家电家具齐全,2室1厅,文峰家园,剑江中路36号,1000,80,南北
慧谷峰林，两室两厅新装修拎包入住,2室2厅,慧谷枫林,环东中路258号,1300,94.5,南北
中医院旁大十字金座三室精装拎包入住！上班方便！生活便利！,3室2厅,都市金座,剑江中路71号,2000,126,朝北
开发区 老山可乐 永辉超市对面伯爵花园精装三房便宜出租,3室2厅,伯爵花园,斗蓬山路12号,2100,130,朝东
中医院旁边电信小区2室便宜出租,2室2厅,电信小区,河滨路,800,75,朝南
急租中医院旁边两室两厅,2室1厅,电信小区,河滨路,900,80,南北
大十字旁酒店式公寓，带独立卫生间，有个大落地窗（房主直租）,1室0厅,中鑫大厦,工人路6号,700,25,东南
万达，伯爵单身公寓，精装修，带空调,1室1厅,伯爵花园,斗蓬山路12号,1600,58.1,南北
大十字中鑫大厦单间住房出租,1室0厅,中鑫大厦,工人路6号,550,18,南北
水岸绿州单间出租，干净，面积小好打扫卫生,1室0厅,水岸绿洲,斗篷山路189号,900,30,朝南
平惠小区 3室2厅1卫 900元月 90平 南北通透,3室2厅,平惠小区,平桥北路4号,900,90,南北
伯爵花园公寓有厨房，独立卫生间，采光通风好（房主直租）,1室0厅,伯爵花园,斗蓬山路12号,1000,28,朝西
城市风景 出租 家具家电齐全 拎包入住 送入住全屋打扫,2室2厅,嘉和城市风景,嘉和路2号,1700,90,朝北
红星小区 三室一厅 多套房源 欢迎咨询,3室1厅,振华红星小区,七星路71号,600,89,朝南
大十字旁酒店式公寓有厨房，房子位于市中心交通便利（房主直租）,1室0厅,中鑫大厦,工人路6号,780,20,朝西
大十字旁酒店式公寓长租可以优惠（免中介费）,1室0厅,中鑫大厦,工人路6号,600,25,朝东
万达广场附近酒店式公寓，有个飘窗采光好，（房主直租）,1室0厅,黔南汽车商贸城,斗篷山路269号,680,18,朝东
办公手选 三室两厅两卫 电梯低楼层 带大院坝 1500每月！,3室2厅,红叶小区,绿茵湖大道中段,1500,120,南北
沁园村单身公寓 电梯高层 带飘窗 家具家电齐全 拎包入住,1室1厅,沁园村小区,剑江大道中段,1200,55,朝南
平桥414医院对面公寓有厨房，独立卫生间长租可优（房主直租）,1室0厅,西苑大厦,斗篷山路28号,650,20,东南
平惠小区步梯低层 带空调 家具家电齐全,3室2厅,平惠小区,平桥北路4号,1000,100,朝北
伯爵花园单身公寓 低价出租 家具家电齐全 拎包入住,1室1厅,伯爵花园,斗蓬山路12号,1050,40,朝北
新上！万达附近 大四房 带地暖 干干净净的,4室2厅,锦江豪苑,斗篷山路179号,2300,200,朝南
普罗旺斯边上名主苑房屋宽大，小区有停车位,3室2厅,恒丰普罗旺斯,天乐路,1350,130,东南
费城100单身公寓 家具家电齐全 拎包入住,1室1厅,利恒名苑(沸城100),剑江北路70号,1100,50,朝北
云宫化成三室两厅两卫精装修出租,3室2厅,云宫花城,云宫路,1400,106,朝南
金鹏花园 两室一厅一卫生活方便,2室1厅,金鹏花园,广惠路270号,1200,81,东南
伯爵花园单身公寓 家具家电齐全 拎包入住,1室1厅,伯爵花园,斗蓬山路12号,1500,45,朝北
汇悦新天地 四房 还有三间待租 九百到一千一,4室2厅,汇悦新天地,斗篷山路100号,900,30,朝北
彩虹桥头长江花园，交通便利带小区绿，物业费低,2室2厅,长江花园,剑江大道中段,1500,96,朝东
东山学苑 2室1厅1卫 1000元月 91平 电梯房,2室1厅,东山学苑,广惠路66号,1000,91,南北
帝景豪园单间出租，阳光房，大床房，阳台房。,5室1厅,帝景豪园,贵和路2号,1000,50,朝北
大十字（金海岸旁）三室一厅，精装，家电，家具齐全,3室1厅,金海岸大厦,剑江中路67号,900,109.5,南北
庆云宫河边步梯四楼三室两厅近南洲国际,3室2厅,庆云宫电厂小区,庆云宫,1300,120,朝北
小十字  裤裆街 辣子巷2室2厅1卫 900元月 80平,2室2厅,海文大厦,新华路2号,900,80,南北
万达对面幸福里三室两厅两卫一厨120平1300元每月整租,3室2厅,尚城幸福里,云鹤路,1300,120,南北
平桥汽车站对面 东方小区 2室1厅1卫 800元月,2室1厅,中房小区,平桥北路27号,800,70,朝西
剑江中路102号办公楼 5室1厅2卫 6000元月,5室1厅,剑江中路102号住宅楼,剑江中路102号,6000,280,南北
沙坝幸福里 电梯低层 家具家电齐全 拎包入住,3室2厅,鼎源幸福里,七星路9号,1600,91,朝北
费城100，单间带1大阳台1卫,1室0厅,水榭花都,环东北路74号,800,30,朝北
新火车站 2室1厅1卫 1100元月  精装修,2室1厅,聚林世纪城,剑江南路181号,1100,90,朝南
金澜湾 2室1厅1卫 1800元月 南北通透 电梯房,2室1厅,金澜湾,甲茶路,1800,70,朝东
文锋公园十字路口桥头红绿灯门面出租不收取中介费用,1室1厅,协和星苑,剑江中路118号,3000,60,朝东
人民广场女人街两室两厅一卫一厨整租,2室2厅,培育大厦,培育巷1号,1400,90,朝东
黔中公寓3房2厅拎包入住（接送看房）,3室2厅,黔中公寓,协府路10号,1600,103,东西
大十字财政局宿舍 步梯铂金楼层 月租仅1000元月 手慢无,2室2厅,都匀供电局小区,剑江中路112号,1000,98,南北
平桥汽车总站对面物资大厦公寓(免中介费),1室0厅,物资大厦,剑江北路38,680,28,朝东
黔中大厦 3室2厅1卫 精装修 拎包入住,3室2厅,黔中公寓,协府路10号,1650,103,南北
标准3室 价格从优 机会不等人  点击进入,3室2厅,长江花园,剑江大道中段,1200,112,南北
房东自住型装修，实拍照片，实地拍摄，干净清爽，随时来电看房！,3室2厅,帝景豪园,贵和路2号,2000,120,南北
七小旁边 公路局宿舍 两房出租！,2室2厅,剑北小区,剑江北路,800,72,朝东
福鑫园入户平台花园实际上只用上三楼就到 两房一厅对面就是八小,2室1厅,福鑫园,天池路,900,56,南北
万达旁酒店式公寓（免中介费）,1室0厅,黔南汽车商贸城,斗篷山路269号,680,18,朝东
怡盛园小区 三室两厅两卫出租 拎包入住！,3室2厅,怡盛园小区,剑江北路16号,2000,137,南北
大十字中心地段，好房出租,3室2厅,协和星苑,剑江中路118号,2000,150,朝南
开发区，城市风景小区，三室两厅一厨一卫，精装，家电家具齐全,3室2厅,城市风景,嘉和路2号,2200,140.5,南北
大十字（天桥旁）三室一厅，精装，家电家具齐全,3室1厅,中粮大厦,工人路3号,1200,108.5,南北
银河之都 3室1厅2卫 1700元月 南北通透 电梯房,3室1厅,银河之都,民族路36号,1700,136.2,南北
现代城 3室2厅2卫 2200元月 125平 南北通透,3室2厅,现代城,民族路37号,2200,125,南北
万达楼上两室一厅一卫出租家电家具齐全拎包入住,2室1厅,天源万达时代,斗篷山路,2000,90,朝南
开发区金色城邦（伯爵花园旁）精装小三室 仅租1300月速来,3室1厅,黎筑金色城邦,龙山大道44号,1300,77,南北
平桥汽车站后门，两室一厅，精装，家电家具齐全,2室1厅,云都广场,剑江北路81号,1100,90.8,南北
新都汇后面 环西公寓 三房出租 价格可议！,3室2厅,西山新苑,民族路1号,900,93,朝东
碧桂园滨江一号精装四房 仅租2000元月 高层景观大阳台,4室2厅,碧桂园滨江一号,西山大道,1800,137,南北
平桥（烽景苑）两室一厅，精装，家电家具齐全,2室1厅,烽景苑,环东巷10号,900,85.3,南北
平桥（水榭花都）三室两厅一厨一卫，精装，家电家具齐全,3室2厅,水榭花都,环东北路74号,1500,90.5,南北
出租大西门黔中公寓 三室两厅一卫 拎包入住 采光好,3室2厅,黔中公寓,协府路10号,1700,100,西南
东山怡景 2室1厅1卫 650元月 南北通透 80平,2室1厅,东山怡景,协府路28号,650,80,南北
城市风景四房南北通透1800一个月,4室2厅,城市风景,嘉和路2号,1800,160,朝东
大十字（金源大厦）三室一厅两卫，精装，家电家具齐全,3室1厅,金源大厦,剑江中路45号,2200,160.5,南北
一零四地质队宿舍 两房出租 价格可以少！,2室2厅,一零四地质队宿舍,蟒山路5号,700,60,朝东
彩虹桥转盘（交警支队宿舍）三室两厅两卫，精装，家电家具齐全,3室2厅,长江花园,剑江大道中段,1200,152.2,南北
庆云宫（电厂小区）两室一厅，精装，家电家具齐全,2室1厅,庆云宫电厂小区,庆云宫,900,65.2,南北
永辉超市楼上普罗旺斯差的家电可以配齐精装三室1900一个月,3室2厅,恒丰普罗旺斯,天乐路,1900,105,南北
水岸绿洲 1室0厅1卫 900元月 精装修 看房方便,1室0厅,水岸绿洲,斗篷山路189号,900,35,朝南
中建花园，三房两厅一厨一卫,3室2厅,中建花园,剑江大道中段,1100,115,西南
幸福里11小后面，铁路三角线两房出租800元月,2室1厅,尚城幸福里,云鹤路,800,60,南北
黑桥头步梯2楼 楼层低 出行方便 生活便利 房屋干净,2室1厅,汽运公司宿舍,剑江北路61号,1000,75,西北
蒙家桥南沙洲 2室2厅1卫 800元月 64平 南北通透,2室2厅,三亚湾大厦,剑江中路27号,800,64,南北
伯爵花园 1室1厅1卫 1000元月 33平 南北通透,1室1厅,伯爵花园,斗蓬山路12号,1000,33,南北
出租 开发区华福居 两室两厅一卫 精装修 拎包入住！,2室2厅,华地福居,斗篷山路187号,1400,100,南北
出租位于云宫花城 1600月 三室一厅两卫 采光好,3室1厅,云宫花城,云宫路,1600,108,西南
近州医院小十字步梯4楼一室一厅一厨一卫出租,1室1厅,海文大厦,新华路2号,800,55,朝南
城南新家园 电梯四室 精装修第一次出租 拎包入住,4室2厅,城南新家园,独山路,1800,148,南北
平惠小区，菜场楼上，三室两厅一卫一厨整租,3室2厅,平惠小区,平桥北路4号,950,100,朝南
腾龙溪苑三室两厅两卫出租,3室2厅,腾龙溪苑,环城西路47号,1900,121,朝北
天源2013三房出租，适合办公，培训,3室2厅,天源2013,斗篷山路227号,1500,126,朝东
现代城 精装修 二室二厅 拎包入住,2室2厅,现代城,民族路37号,2100,94,东南
海文大厦 1室1厅1卫 800元月 60平 电梯房,1室1厅,海文大厦,新华路2号,800,60,南北
三街东山怡景3室2厅1卫103平米电梯房11楼拎包入住出租,3室2厅,东山怡景,协府路28号,1500,103,东南
女人街两室两厅一厨一卫，市中心位置，太方便了！,2室2厅,筑匀大厦,广惠路407号,1500,100,朝南
万达附近，两室一厅 拎包入住，1400一个月,2室2厅,华帝福居,斗篷山路187号,1400,97,南北
东山怡景 3室1厅1卫 适合办公,3室1厅,东山怡景,协府路28号,1700,110,东西
银河之都 3室2厅1卫 1400元月 140平 南北通透,3室2厅,银河之都,民族路36号,1400,140,东南
碧桂园滨江一号 整租可办公 午托班周边三小 一幼,7室4厅,碧桂园滨江一号,西山大道,12000,198,南北
蒙家桥公交站南沙洲路口 2室1厅1卫 800元月 64平,2室1厅,文峰家园,剑江中路36号,800,64,南北
173新天地单身公寓出租1500,1室1厅,173新天地,210国道,1500,48,南北
沙坝行政中心附近商用楼600平米办公楼出租！适合做养生培训,10室4厅,黔南汽车商贸城,斗篷山路269号,4500,600,朝东
五月花后面供电局两室一厅一卫出租800,2室1厅,临江大厦,河滨路,800,69,南北
急租173新天地单身公寓,1室1厅,173新天地,210国道,1600,60,南北
173新天地，三房，领包入住，楼下就是公交站台,3室2厅,173新天地,210国道,1200,138,南北
彩虹桥头  公路局宿舍 两室一厅，低楼层 1200押一付三,2室1厅,京都广场,平桥北路,1200,50,朝南
大会场对面银河之都三室两厅两卫出租2000,3室2厅,银河之都,民族路36号,2000,150,南北
金海岸对面（五交化小区）三室一厅一卫精装家电家具齐全,3室1厅,金海岸大厦,剑江中路67号,1500,110,南北
南州国际 三中旁 电梯房简单装修 2室 停车费50月,2室2厅,马鞍山小区林馨佳苑,大龙大道,1300,92,朝南
平惠小区 2室1厅1卫 800元月 83平 南北通透,2室1厅,平惠小区,平桥北路4号,800,83,南北
幸福里旁镜湖花园3室1厅1卫 1200元月 95平,3室1厅,镜湖花园,七星路24号,1200,95.4,东南
大十字近中医院附近电梯房主卧出租,3室2厅,金海岸大厦,剑江中路67号,700,20,南北
时代广场 3室1厅1卫 900元月 南北通透 105平,3室1厅,时代广场,花园路,900,105,朝南
三小附近3室1厅1卫 1000元月 80平,3室1厅,惠丽佳园,胜利路81号,1000,80,东西
水岸绿洲 5室1厅1卫 500元月 电梯房 25平,5室1厅,水岸绿洲,斗篷山路189号,500,25,朝西
东坡经典时代 电梯房 采光好,2室1厅,东坡经典时代,民族路,1400,70,东北
近中医院大西门天桥旁步梯五楼三室一厅低价出租。,3室2厅,大西门33栋,胜利路2号,800,80,朝北
老火车站尚城壹品公寓，带厨房独立卫生间，采光好(房主直租),1室0厅,尚城壹品,剑江中路,850,25,朝西
现代城 3室2厅2卫 2200元月 125平 精装修,3室2厅,现代城,民族路37号,2200,125,朝西
平惠小区 3室2厅1卫 900元月 南北通透 110平,3室2厅,平惠小区,平桥北路4号,900,110,南北
全欣大厦 3室2厅2卫 1700元月 精装修 108平,3室2厅,全欣大厦,天乐路10号,1700,108,西南
新火车站旁边4室2厅2卫 1400元月 电梯房,4室2厅,聚林世纪城,剑江南路181号,1400,123,南北
租开发区城市风景 温馨精装四房两厅两卫 拎包入住 随时看房,4室2厅,嘉和城市风景,嘉和路2号,1900,130,南北
水岸名门对面 雷钵寨安置房 三室新装修 拎包入住 家具家电齐,3室2厅,水岸铭门,西山大道,1500,110,朝西
桃溪园两室两厅一卫出租,2室2厅,桃溪园,龙山大道171号,1500,90,朝南
大十字百子桥附近两室一厅步梯楼,2室1厅,协和星苑,剑江中路118号,700,70,朝西
七街新华路西巷 2室1厅1卫 1200元月 南北通透,2室1厅,新华路工商银行宿舍,新华路103号,1200,80,南北
大十字旁尚城壹品公寓（免中介费）,1室0厅,尚城壹品,剑江中路,850,28,朝西
万达对面 银湖星城 单独单间出租,6室1厅,银湖星城,毛尖大道中段,600,30,朝南
老山可乐民生医院后面民房三室一厅一卫一厨950押一付三,3室1厅,恒丰普罗旺斯,天乐路,950,100,朝南
3室2厅1卫 1000元月 110平,3室2厅,平惠小区,平桥北路4号,1000,110,南北
红星小区步梯五楼三室一厅低价出租近万达,3室1厅,振华红星小区,七星路71号,750,70,朝北
桃溪园精装三室两厅一卫出租,3室2厅,桃溪园,龙山大道171号,1800,110,朝南
开发区转盘 派出所旁边 四室两厅才租1000.,4室2厅,虹桥苑,江北路172号,1000,110,朝东
平桥步梯三室两厅两出租图片实拍拎包入住,3室2厅,云都广场,剑江北路81号,1000,100,南北
出租 水岸铭门单身公寓 精装修 拎包入住 900每月,1室0厅,水岸铭门,西山大道,900,25,南北
马鞍山小区，三中隔壁，精装2室，家具家电齐全，可拎包入住！！,2室2厅,马鞍山小区林馨佳苑,大龙大道,1800,92,东南
东山怡景 4室2厅2卫 1600元月 精装修 电梯房,4室2厅,东山怡景,协府路28号,1600,113,朝东
老山可乐 房子干干净净的 步梯房5楼,3室2厅,龙彩花园,兰香巷,1200,110,朝东
老火车站三仓库建行楼上2室1厅1卫 租金1000,2室1厅,文峰商贸城,剑江中路196号,1000,46,朝南
金海岸大厦 3室1厅1卫 900元月 南北通透 76平,3室1厅,金海岸大厦,剑江中路67号,900,76,西北
华欣大厦 办公方便 大十字中心配套成熟,3室2厅,华欣大厦,广惠路438号,2000,160,朝南
嘉和城市风景 3室2厅2卫 1500元月 133平,3室2厅,嘉和城市风景,嘉和路2号,1500,133,朝东
中房小区 2室1厅1卫 800元月 65平 南北通透,2室1厅,中房小区,平桥北路27号,800,65,南北
金海岸大厦 电梯两房 1400 看房方便,2室2厅,金海岸大厦,剑江中路67号,1400,109,朝南
出租 南洲国际 单间带独立卫生间 700到1080,1室0厅,文化小区,振华路,800,40,南北
临江大厦 2室1厅1卫 1600元月 110平 电梯房,2室1厅,临江大厦,河滨路,1600,110,西北
普罗旺斯旁边 伯爵对面 3室2厅 拎包入住 华唱楼上,3室2厅,全欣大厦,天乐路10号,1500,107,东南
消防大队旁边   久达新村3室1厅  拎包入住,3室1厅,久达新村,飞燕路14号,800,80,朝北
龙潭酒店旁   庆云宫电子宿舍,3室2厅,庆云宫电厂小区,庆云宫,800,90.1,东西
灵智广场大转盘附近  机床厂宿舍  没有物业费，停车费。,2室1厅,机床厂宿舍,斗篷山路,500,64,西北
大十字旁中鑫大厦公寓，小区房，电梯房(房主直租),1室0厅,中鑫大厦,工人路6号,600,18,朝西
好房出租 新火车站 靠路边 办公居住均可,3室2厅,聚林世纪城,剑江南路181号,1300,117,朝南
京都广场 三房 整租 合租 均可 低至付二压一,3室2厅,京都广场,平桥北路,1300,108,南北
可停车急租彩虹桥碧云苑三室两厅,3室2厅,碧云苑,平桥北路2号,1400,120,东北
中医院旁边三房低层1000月，随时看房,3室1厅,电信小区,河滨路,1000,92,南北
人民广场旁边低层2室，1000月，随时看房,2室1厅,银河之都,民族路36号,1000,70,南北
文峰家园旁精装3房出租，俯瞰南沙洲公园，视线非常好，,3室2厅,文峰家园,剑江中路36号,2000,126,朝北
彩虹桥附近三室两厅两卫出租 1400,3室2厅,碧云苑,平桥北路2号,1400,119,南北
交警支队旁  七小对面 阳光酒店旁边  久达新村,3室1厅,久达新村,飞燕路14号,800,80,东西
144平做工作室 住都方便1800,3室2厅,沁园村小区,剑江大道中段,2500,141,朝南
建业大厦出租  适合办公,2室2厅,建业大厦,滨路56号,1200,100,南北
老火车站时代广场两室两厅精装家电家具齐全,2室2厅,时代广场,花园路,1500,90,南北
州医院后门，电梯精装修 单间带卫生间厨房，仅700到1080,1室0厅,文化小区,振华路,700,15,南北
老山可乐 伯爵花园对面 复式楼大5室,5室2厅,伯爵花园,斗蓬山路12号,3000,200,朝南
金麒麟建行楼上3房出租，可办公可自住,3室2厅,金麒麟,工人路38号,2000,111,朝东
173新天地两室一厅一卫出租1200,1室0厅,173新天地,210国道,1200,62,南北
水岸铭门  新装修 公寓500到700 可拎包入住,1室1厅,水岸铭门,西山大道,600,30,朝东
平惠小区 三室出租 步梯三楼 门口菜市 交通方便,3室2厅,平惠小区,平桥北路4号,1200,118,朝南
拎包办公 办公首 选 市中心 水上中心 金源大厦,4室2厅,金源大厦,剑江中路45号,2700,185,东北
伯爵花园单身公寓精装修家电家具齐全,1室1厅,伯爵花园,斗蓬山路12号,1300,50,南北
中医院旁边电信巷 3室2厅1卫 步梯5楼河景房,3室2厅,电信小区,河滨路,1300,65,朝南
位于老山可乐普罗旺斯 三室两厅两卫 采光好 交通便利,3室2厅,恒丰普罗旺斯,天乐路,1800,105,东南
平桥中房小区 2室1厅1卫 800元月 65平,2室1厅,中房小区,平桥北路27号,800,65,东南
七街小吃街旁三室房出租,3室1厅,华欣大厦,广惠路438号,900,90,东西
金鹏花园旁（黔中公寓）单身公寓精装,1室1厅,黔中公寓,协府路10号,1500,60,南北
租东山隧道口东山生态园2室2厅,2室2厅,东山学苑,广惠路66号,1300,80,南北
平惠小区 3室1厅1卫 1300元月 118平,3室1厅,平惠小区,平桥北路4号,1300,118,朝南
三小教师宿舍 4室2厅1卫 简单装修 靠近三小中医院,4室2厅,御庭苑,剑江中路98号,1200,70,朝南
开发区老山可乐三室二厅一厨一卫.家电家具齐全,3室2厅,恒丰普罗旺斯,天乐路,1100,150.2,南北
万达天源2013两房精装修出租,2室2厅,天源2013,斗篷山路227号,1700,98,东西
裤裆街 白领衫 三室二厅二卫 生活方便 离二小近,3室2厅,白领衫大厦,广惠路,1800,140,南北
七街 3室一厅一卫 招租,3室1厅,黔南州工商局宿舍,迎宾路,800,65,南北
西苑大厦一室一厨一卫公寓，有个拐角飘窗采光好（房主直租）,1室1厅,西苑大厦,斗篷山路28号,1150,46,西北
南州国际文华苑 3室2厅1卫 1800元月 南北通透,3室2厅,南州国际文华苑,大龙大道8号,1800,100,南北
文峰商贸城简装2房，干净整洁，希望找到爱卫生的人出租,3室1厅,文峰商贸城,剑江中路196号,1200,85,朝南
平惠小区 2室1厅1卫 700元月 90平 南北通透,2室1厅,平惠小区,平桥北路4号,700,90,南北
出租老山可乐菜场幼儿园房子拎包入住,3室2厅,恒丰普罗旺斯,天乐路,1300,100,东南
大十字旁酒店式公寓(免中介费),1室0厅,中鑫大厦,工人路6号,800,33,东南
可做办公室碧桂园滨江一号,5室2厅,碧桂园滨江一号,西山大道,1600,136,南北
水岸铭门 3室2厅1卫 1500元月 92平 电梯房,3室2厅,水岸铭门,西山大道,1500,92,南北
位于开发区龙山豪景 三室一厅两卫 交通便利 采光好,3室1厅,龙山豪景,斗篷山路96号,1700,121,东南
中鑫大厦单间出租 带独立卫生间 每月700,1室0厅,中鑫大厦,工人路6号,700,30,南北
急租沸城一百三室两厅两卫,3室2厅,利恒名苑(沸城100),剑江北路70号,1600,125,朝南
出租位于二小旁 步梯三楼 交通便利 周边超市菜场都方便,2室1厅,观天下,迎宾路,800,58,南北
平桥步梯6楼 视野好交通便利 大三房卧室带空调 带大阳台,3室2厅,平桥商品房,平桥南路,800,100,朝南
七街三室两厅一卫出租,3室2厅,明珠广场,剑江中路90号,1200,90,朝南
西苑金河谷江景房 中等装修带家具电器  拎包即可入住,3室2厅,西苑伊甸园,西苑广场旁,1500,130,朝南
银湖新城两室一厅出租1500电梯房,2室1厅,银湖星城,毛尖大道中段,1500,80,南北
开发区枣园站台旁(免中介费)单间住房出租,1室0厅,沁园村小区,剑江大道中段,260,10,南北
州医院旁公寓，一个卧室带个小厅，有独立卫生间（免中介费）,1室1厅,中大逸峰,文峰路1号,900,28,东西
伯爵花园酒店式公寓有个大飘窗，采光好，独立卫生间(房主直租),1室0厅,伯爵花园,斗蓬山路12号,850,25,朝东
文峰小区三仓库旁边，步梯高层，三室一厅，月租1000元。,3室1厅,文峰家园,剑江中路36号,1000,100,朝北
御庭苑三室两厅两卫房出租，家电家具齐全，拎包入住！,3室2厅,御庭苑,剑江中路98号,2000,121,朝东
小十字海文大厦（裤裆街）三室一厅一厨一卫，精装，家电家具齐全,3室1厅,海文大厦,新华路2号,1200,85,南北
伯爵旁金色成帮单身公寓出租1200,1室1厅,黎筑金色城邦,龙山大道44号,1200,39,南北
汇悦新天地精装单身小复式楼2500元（长租可谈）,1室1厅,汇悦新天地,斗篷山路100号,2500,51,朝东
小十字步行街三室两厅两卫出租1500,3室2厅,广惠大厦,广惠路,1500,119,南北
伯爵花园3房2厅2卫出租1800元,3室2厅,伯爵花园,斗蓬山路12号,1800,128,朝南
左岸阳光婚房出租从未入住2000元,3室2厅,左岸阳光,环城西路,2000,115,朝东
步梯房3楼  3室1厅1卫 900元月 76平,3室1厅,金海岸大厦,剑江中路67号,900,76,东西
老火车站（尚城财富中心）两套两层精装,2室3厅,尚城财富中心,剑江中路35号,3000,170,南北
大十字西山大桥  尚城壹品 单间带独立卫生间 每月八百,1室0厅,尚城壹品,剑江中路,800,25,朝南
州医院旁边公安局宿舍步梯4楼家的齐全拎包入住小区可停车,2室2厅,州林业大厦,文峰路1号,800,80,朝南
出租位于汽运公司宿舍 两室一厅一卫 拎包 入住,2室1厅,平桥商品房,平桥南路,900,50,南北
小十字中心（筑匀大厦）四室两卫，精装,4室1厅,筑匀大厦,广惠路407号,2400,140,南北
四一四医院 京都广场 汽车站旁2室 拎包入住 汽运公司宿舍,2室2厅,汽运公司宿舍,剑江北路61号,1100,70,朝南
伯爵花园旁 金色城邦3房 精装修 拎包入住   华馨湾附近,3室2厅,伯爵花园,斗蓬山路12号,1388,67,朝南
百子桥市医院尚城壹品公寓（免中介费）,1室0厅,尚城壹品,剑江中路,800,25,朝西
南洲国际马鞍山小区精装两房出租拎包入住1600一个月,2室2厅,马鞍山小区林馨佳苑,大龙大道,1600,110,南北
伯爵花园酒店式公寓(免中介费),1室0厅,伯爵花园,斗蓬山路12号,900,32,朝西
大十字旁尚城壹品1室1厨1卫公寓（免中介费）,1室1厅,尚城壹品,剑江中路,1050,35,东西
出租位于汽运公司宿舍 两室一厅一卫 拎包入住,2室1厅,京都广场,平桥北路,800,54,南北
小围寨华阳花园  寻长期租户 三室两厅 看房方便 装修干净！,3室2厅,华阳花园,阳春路2号,850,110,南北
出租位于市中心 御庭苑 三室两厅两卫 交通便利,3室2厅,御庭苑,剑江中路98号,2000,120,南北
租天源花园精装三房 家电家具齐全 伯爵花园旁临近万达随时看房,3室2厅,天源花园(都匀),都匀市龙山大道伯爵隔壁,1200,92,朝南
城南新家园单身公寓家具家电齐全可拎包入住电梯房出租,1室1厅,城南新家园,独山路,1200,50,南北
办公 ！西山桥头 两室两厅一卫  随时看房！,2室2厅,建业大厦,滨路56号,1200,100,南北
急租御庭院三室两厅两卫,3室2厅,御庭苑,剑江中路98号,1800,125,南北
老火车站（时代广场）三室两厅一卫，精装，家电家具齐全,3室2厅,时代广场,花园路,1800,118,南北
平惠小区，步梯低层，三室一厅，低价出租。,3室1厅,平惠小区,平桥北路4号,900,95,朝南
出租位于剑江小区 交通便利 采光好 拎包入住,3室2厅,剑江中路102号住宅楼,剑江中路102号,1500,132,南北
老山可乐菜场旁  简单装修有家具电器 拎包即可入住,3室1厅,恒丰普罗旺斯,天乐路,1000,66,朝南
中医院旁边  2室2厅1卫 800元月 72平 南北通透,2室2厅,电信小区,河滨路,800,72,南北
马鞍山A区大四房出租，办公 ，住家都可以！！可拎包入住！,4室2厅,马鞍山小区林馨佳苑,大龙大道,2500,140,南北
水上中心（都市龙庭）公寓，精装,1室0厅,都市龙庭,河滨路,800,30,南北
州医院旁中大逸峰公寓(免中介费),1室0厅,中大逸峰,文峰路1号,680,22,东西
位于老火车站时代广场 拎包入住 交通便利,2室2厅,时代广场,花园路,1600,87,西北
位于育英巷 2室1厅1卫 交通便利,2室1厅,培育大厦,培育巷1号,700,67,南北
尚城一品精装两房首 次出租全屋暖气1700一个月,2室2厅,尚城壹品,剑江中路,1700,80,南北
平桥汽车站对面，步梯低层，两室一厅一厨一卫，低价出租。,2室1厅,中房小区,平桥北路27号,800,80,朝北
石板街（七街新华西巷南）两室一厅，精装，家电家具齐全,2室1厅,广惠大厦,广惠路,1000,67,南北
六小旁卫校宿舍2室2厅1卫80平米简单装修2楼出租,2室2厅,南国丽景,环东北路15号,800,80,东南
尚城壹品 2室2厅1卫 1700元月 精装修 有暖气,2室2厅,尚城壹品,剑江中路,1700,80,南北
百子桥尚城壹品带厨房公寓(免中介费),1室0厅,尚城壹品,剑江中路,700,16,朝西
大十字 西山桥头 步梯五楼简装三室便宜租,3室2厅,建业大厦,滨路56号,800,131,南北
枣园小区公寓独门独户,1室1厅,沁园村小区,剑江大道中段,1200,58,东西
伯爵花园一室一厅一卫公寓(免中介费),1室1厅,伯爵花园,斗蓬山路12号,1280,47,东西
大十字办公楼，急租，适用于办公，教育。,4室2厅,筑匀大厦,广惠路407号,6000,280,朝北
出租尚城一品 带地暖 两室两厅一卫 拎包入住 采光好,2室2厅,尚城壹品,剑江中路,1700,80,西南
开发区枣园站台旁(免中介费)单间住房出租,1室0厅,沁园村小区,剑江大道中段,450,18,南北
大十字市中心急租价格便宜,2室2厅,新华路工商银行宿舍,新华路103号,800,70,朝南
开发区长江小区两室一厅一卫住房出租,2室1厅,长江花园,剑江大道中段,1000,70,南北
急租老山可乐普罗旺斯三室两厅,3室1厅,恒丰普罗旺斯,天乐路,1700,110,南北
伯爵花园单身公寓出租,1室0厅,伯爵花园,斗蓬山路12号,1200,30,朝南
水岸铭门，民宿公寓，带独立卫生间，精装修仅600起！可做饭,1室0厅,水岸铭门,西山大道,600,18,南北
急租伯爵旁边单身公寓,1室1厅,黎筑金色城邦,龙山大道44号,1200,50,南北
